StoreName,Review,Keywords_Sentiments
도란도란곱창,알곱창은 무조건 맛있는맛이구요!! 소금막창도 넘 맛있습니당 막창이 통실하진 않지만 꼬숩고 질기지않아서 맛있어요 항상 사람들이 바글바글해서 시끄럽고 문을 열어두는편이라 가끔 나는 담배냄시땜에 고것은 아쉽습니다,"맛있는 맛(Positive), 사람들이 바글바글(Negative), 시끄러운 분위기(Negative), 담배 냄새(Negative)"
파사주,너무 맛있어요! 담에 또 방문할께요!,맛있어요(Positive)
망우로30 시립대,열대후르츠에이드 특별하고 맛있어요 스콘도 데워주셔서 따뜻했어요. 집이 멀어서 다시 가보기 힘든게 아쉬울 정도 ,"열대후르츠에이드 특별하고 맛있어요(Positive), 스콘도 데워주셔서 따뜻했어요(Positive), 집이 멀어서 다시 가보기 힘든게 아쉬울 정도(Negative)"
153스트리트,사이버외대에 다니지만 오프라인 세미나가 있을 때면 거의 외대에 옵니다. 바로 153버거를 먹기위해서죠 자주 못 오는 곳이라 스트릿버거에 패티 추가한 것을 1개 단품 1개 세트로 해서 2개 먹고 갑니다. 외국에서 먹던 기름지고 육즙 가득한 버거의 맛을 고수하는 집입니다. 한국패치가 덜 된 버거를 원하시는 분들께 추천합니다.,"기름지고 육즙 가득한 버거의 맛(Positive), 패티 추가(Positive), 외국에서 먹던 버거의 맛(Positive)"
봄의정원 회기점,파스타 맛집 분위기도 완전 좋은 양도 완전 많은 연인이든 가족이든 친구이든 함께오면 행복해지는 곳 맛있게 잘 먹고왔어용,"파스타 맛집(Positive), 분위기(Positive), 양도(Positive), 행복해지는 곳(Positive), 맛있다(Positive)"
브레드칸 청량리점,생크림스틱 쟁반에 바로담았다고 어찌나 면박을주는지,"생크림스틱(Negative), 쟁반(Negative), 면박(Negative), 서비스(Negative)"
란주탕슉,꿔바로우 맛집이네요. 특히 같이 나온 간장에 찍어먹으면 특별한 맛이 느껴져서 또다른 탕수육을 먹는 느낌이 들어요. 국물있는 도삭면은 이정도도 식감이 괜찮긴하지만 좀더 쫄깃했으면 하는 욕심이 있네요.,"꿔바로우 맛집(Positive), 특별한 맛(Positive), 또다른 탕수육(Positive), 국물있는 도삭면(Positive), 쫄깃했으면 하는 욕심(Negative)"
대성이네,친구들이랑 맛있게 먹었습니다,맛있게 먹었습니다(Positive)
청량회관,인테리어 분위기 너무 좋구요사장님. 직원분들 모두 친절하세요실수로 사케를 쏟아서 절반이나 버리게 되었는데잠시후 사장님이 잔술로 두잔이나 서비스로 주셨어요너무 감사해요 다음에 재방문 약속!!,"인테리어 분위기(Positive), 직원들 친절(Positive), 서비스로 주신 사케(Positive)"
정정,딤섬이 제일 맛있고 가지덮밥은 자극적이고 훈툰면은 넘 밍밍해서 간이 안맞았음. 재방문하면 딤섬만 먹을 예정,"딤섬 맛(Positive), 가지덮밥 자극적임(Negative), 훈툰면 밍밍함(Negative)"
성화금탕마라탕.튀김꼬치,친구랑 점심먹으러 방문한 성화금탕마라탕!여기 알차게 다양한 메뉴가많고 꼬치도 튀겨줘요!!!존맛탱마라탕 재료들도 엄청 다양해서 고르는재미가 있어요 다음에 또올께요!!,"다양한 메뉴(Positive), 꼬치 튀김(Positive), 존맛탱마라탕(Positive), 다양한 재료(Positive)"
쿳사 연희,쿳사 항상 맛있게 먹습니다오래오래 번창하세요!!,"맛있게(Positive), 번창하세요(Positive)"
을밀대 평양냉면,겨울이라 웨이팅 없이 바로 입장!!역시 겨울에 먹는 냉면이 더욱 맛있어요 녹두전도 빠질수 없쮸!,"기다림 없음(Positive), 냉면 맛있음(Positive), 녹두전 빠질 수 없음(Positive)"
정든그릇 본점,우동.카츠가 맛있어요,"우동(Positive), 카츠(Positive), 맛있어요(Positive)"
대성이네,친구들과 방문한 찜닭가게 맛있게 잘 먹었다. 메뉴는 단순하고 가게 안은 작지만 프랜차이즈들만 즐비한 이 시대에 나는 이러한 감성의 가게를 참 좋아한다.,"메뉴는 단순하다(Positive), 가게 안은 작다(Negative), 맛있게 잘 먹었다(Positive), 감성의 가게(Positive)"
쭈꾸미블루스 신촌본점,맛나요 맛나 술안주,"맛(Positive), 안주(Positive)"
여기가좋겠네,가성비,가성비(Positive)
란주탕슉,꿔바로우 넘 맛있어요,"꿔바로우(Positive), 맛있어요(Positive)"
정정,우육면 먹었는데 대만 현지 향신료 향이나 맛이 안나서 모두가 부담없이 먹을 수 있는 맑은 맛이에요,"우육면(Positive), 대만 현지 향신료(Negative), 부담없이 먹을 수 있는(Positive), 맑은 맛(Positive)"
삭 이대,떡볶이 얼큰하고 맛있음. 모둠튀김으로 첫시도했는데 비싼만큼 양 많아서 충격받았음... 고추튀김김말이고구마 튀김은 존맛 튀김맛집! 나머지는 그닥..,"떡볶이 맛(Positive), 모둠튀김 양(Positive), 튀김맛(Positive), 튀김 나머지(Negative)"
스키당 대흥점,맛있어요❤️❤️ 학생에게는 가격이 조금 부담스럽긴 하지만 가끔 오기에는 좋아요 데이트 장소로 추천입니당,"맛있어요(Positive), 가격이 조금 부담스럽다(Negative), 가끔 오기에 좋다(Positive), 데이트 장소로 추천(Positive)"
삭 수제튀김 전문점 이화본점,인생 튀김집!!! 아 맥주 한 잔 곁들이면 딱인데,"튀김(Positive), 맥주(Positive)"
정정,음식은 맛이 있는데직원의 태도와 서비스가 매우 불만족주문 할때 벨을 못보고직원을 불렀더니 벨을 누르라며 면박을 주고매장에 방문 하기 전에주차가 되는지 전화로 확인 했을때근처 주차장에 주차 할 수 있다고안내 해줬는데 주차비는 개인이내는거라고 할거면 주차 안되는거 아닌가매장이 너무 더워서 자리를 옮기려 했더니어딜 안듯 똑같다며 싫음티를 너무 내서두번은 안갈곳이네요,"음식은 맛(Positive), 직원의 태도와 서비스(Negative), 주차 안내(Negative), 매장의 온도(Negative)"
란주탕슉,꿔바로우 양이 상당히 많아 3인이서도 꿔바로우 하나에 메뉴 하나면 충분히 먹을 수 있을 것 같다. 명동에 있는 유명한 란주칼면에서 나온 집인데 보다 덜 기름지고 담백하여 맛있다.,"꿔바로우 양(Positive), 명동에 있는 유명한 란주칼면에서 나온 집(Positive), 덜 기름지고 담백하여 맛있다(Positive)"
삭 수제튀김 전문점 이화본점,평일 저녁 혼밥하러 가서 카운터 자리에 앉을 수 있었습니다. 다른 리뷰에서 바나나 튀김 추천하길래 저는 개인적으로 추천까지 아니고 한번 도전해볼만한 정도에 그쳤습니다. 오징어랑 아삭고추 튀김은 실하고 무난하게 맛있었습니다. 떡볶이도 튀김 찍어먹기 딱 좋은 국물이었습니다!,"바나나 튀김(Negative), 오징어랑 아삭고추 튀김(Positive), 떡볶이 국물(Positive)"
안녕유부,마싯어용!!,맛(Positive)
자가제빵선명희피자 외대점,도우부터 달라 맛있어 가격도 착해 선명희피자 굿,"도우(Positive), 맛있어(Positive), 가격(Positive), 선명희피자(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,숙성삼겹살 주문했는데 맛있게 잘 먹었습니다.직원분이 처음부터 끝까지 구워주시는데 너무 편하게 먹을 수 있고 아주 친절하세요,"숙성삼겹살(Positive), 맛있게 잘 먹었습니다(Positive), 직원분(Positive), 친절하세요(Positive), 편하게 먹을 수 있다(Positive)"
마더린러 베이글,10년전 대학생때부터 다녔던 마더린러... 아직까지 있어줘서 너무 고마워요!!! 베이글집 중에 최고!!! 연어샌드위치 매일 먹고 싶어요 크림도 종류별로 하나씩 다 먹고싶지만 참습니다 대신 베이글 종류별로 사서 집에 냉동해뒀다가 에어프라이어 돌려 먹습니다! 아쉬운 점이 있다면 마더린러 너무 일찍 문닫는게 퇴근하고는 갈수없어요,"연어샌드위치(Positive), 크림(Positive), 베이글(Positive), 마더린러 일찍 문닫음(Negative)"
대포찜닭 신촌,찜닭 너무 맛있고 분위기도 엄청 활기차요!,"찜닭 맛(Positive), 분위기 활기참(Positive)"
카츠업 신촌,맛있어요!! 혼밥하기도 아주 좋습니다,"맛있어요(Positive), 혼밥하기 좋습니다(Positive)"
Bun99 외대점,베트남 쌀국수 먹으러 가족들이랑 다녀왔는데분위기는 좋았고 음식은 전체적으로 무난했습니다!,"분위기(Positive), 음식(Positive)"
파치,파스타 치킨 둘 다 맛있어요 매장도 깔끔하고 사장님도 친절하세요,"파스타(Positive), 치킨(Positive), 매장 깔끔함(Positive), 사장님 친절함(Positive)"
청량리 독 고기,신랑이랑 연애때부터 다니던 곳 오랜만에 방문했는데 맛도 가격도 그대로 좋네요.친절함은 모르겠으나 가성비 좋아서 종종 찾습니다.간만에 맛있게 잘 먹었어요.,"맛(Positive), 가격(Positive), 가성비(Positive), 친절함(Negative)"
파사주,사실 파리여행 때도 한인민박에서 닭도리탕 을 주로 먹었는데 공덕 에서 프랑스가정식 을 먹을 줄이야 파사주1️ 어니언스프찐한 양파 캐러멀라이징이 짜장면이 생각남2️ 도미 가 올라간 파스타 쁘아송스파게티니은근히 손이 계속 가는 맛 3️ 사보이양배추 미트볼과 밀푀유의 맛기분 좋은 한 끼 ️ 그릇도 이쁘더라,"프랑스가정식(Positive), 어니언스프(Positive), 캐러멀라이징(Positive), 쁘아송스파게티(Positive), 밀푀유(Positive)"
삭 이대,주문하면 튀김 바로 튀겨줘서 좋았지만기대를 많이해서인지 저는 평범했어요!,"튀김 바로 튀겨줘서(Positive), 기대를 많이해서인지 평범했어요(Negative)"
무초타코,진짜 맛있습니다.. 친구랑 둘이 먹다 둘 다 감격했습니다.. 모두들 이 맛을 알아야 합니다.. 이 근처 사는 사람들이 부럽습니다..,"맛(Positive), 감격(Positive), 이 근처 사는 사람들 부럽다(Positive)"
고냉지 이대,김치찌개가 밍밍한 편이라 진득한 찌개를 좋아하시는 분 입에는 맞지 않을 겁니다 제가 그러하기 때문. 푸짐한 계란말이와 밑반찬 구성이 좋습니다.,"김치찌개(Negative), 계란말이(Positive), 밑반찬(Positive)"
최원석의돼지한판&서해쭈꾸미 시립대점,고기도 맛있고 다 구워주세요 자주 올 것 같습니다 !!,"고기 맛(Positive), 구워주세요(Positive)"
가야가야 이대,맛없다까진 아닌데 그 가격에 경쟁력 없는 건 확실하고 차슈는 빛이 투과될 만큼 얇음. 토핑추가 절대비추.,"맛(Negative), 가격 경쟁력(Negative), 차슈 두께(Negative), 토핑 추가(Negative)"
을밀대 본점,육향이 진함메밀향은 덜함육수 맛있음.. 육수는 한사바리 가져와서 또먹고싶음평냉 입문용으로 좋을것같다다만 주차 불편하고 좌식이라 먹기 힘들었음,"육향(Positive), 메밀향(Negative), 육수(Positive), 주차(Negative), 좌식(Negative)"
여기가좋겠네,대부분은 2인 이상 오는 것 같지만 난 종종 혼자 가서 고기떡볶이랑 공깃밥 시켜서 혼밥하는데 양이 적당하고 혼자 배 채우기에 든든하고 좋다. 대부분 가게에 사람이 많은 편이다.,"고기떡볶이(Positive), 공깃밥(Positive), 혼밥(Positive), 양이 적당하다(Positive), 사람이 많은 편(Neutral)"
카츠업,너무 맛있고 양도 많아요 추천합니다!,"맛있고(Positive), 양도 많아요(Positive)"
아민 이화,처음으로 샥슈카를 먹어봤는데 맛있어서 자꾸 가요. 샐러드 메뉴도 맛있고 항상 친절하셔서 기부니가 좋습니다.,"샥슈카 맛(Positive), 샐러드 메뉴(Positive), 항상 친절(Positive)"
김판석초밥 신촌,회가 싱싱하지는 않아요......코로나 때문인가...,"회가 싱싱하지 않아요(Negative), 코로나 때문(Negative)"
오늘통닭 신촌직영점,직원이 친절해요,직원이 친절해요(Positive)
란주탕슉,또간집 란주칼면 나온 것 보고 생각나서 오랜만에 와봤는데 여전히 맛있어요! 가격대는 조금 있는 편이지만 양이 푸짐하고 맛나서 후회하시지 않을거에유꿔바로우는 시큼새콤 꿔바로우가 아니고 고추 꿔바로우 느낌이구요 볶음도삭면은 은은히 불맛도 나고 해물도 실하게 들어있어서 맛있어용 담엔 사천짜장도삭면 도전해보고 싶네요,"맛있어요(Positive), 양이 푸짐(Positive), 고추 꿔바로우 느낌(Positive), 불맛(Positive), 해물도 실하게 들어있어서 맛있어(Positive)"
비아37 신촌본점,이대 상권 죽었지만 골목끝에 아늑한 공간을 제공하는 레스토랑이예요. 빠른 시간안에 재방문이요.,"상권 죽었지만(Negative), 아늑한 공간(Positive), 레스토랑(Positive), 재방문(Positive)"
김숙성 대흥본점,서강대근처에서 지나다니면서 맛있어보여서 먹어야하지하다가 드디어 왔네요. 왜 이제야 왔지 할정도로 맛있네요 특목살 미나리 조합 대박입니다.,"맛있어보이다(Positive), 맛있다(Positive), 특목살 미나리 조합(Positive)"
은하곱창,역시나 푸짐하게 비오는날 포장으로,"푸짐하게(Positive), 비오는날(Positive), 포장(Positive)"
을밀대 본점,그냥 무난합니다. 오래전 가서 기억은 잘 안 나는데 면보다는 국물 고기가 맛있었어요. 녹두전도 무난하게 맛있었구요!,"국물 고기(Positive), 녹두전(Positive)"
스키당 대흥점,아주 건강하게 맛있습니다! 2인세트 추천!샤브샤브는 칼국수로 먹고나서 밥 시켜서 죽으로도 드시면 더 맛있어요,"건강하게 맛있습니다(Positive), 2인세트 추천(Positive), 샤브샤브 칼국수(Positive), 밥 시켜서 죽(Positive), 맛있어요(Positive)"
아건 이대본점,커리랑 난 모두 너무 맛있었어요!! 친절한 응대도 감사합니다,"커리(Positive), 난(Positive), 맛있었어요(Positive), 친절한 응대(Positive)"
카츠업 신촌,김치나베 달달하고 맛있다 근데 날파리가 내 양배추에 앉아있어서 못먹음..,"김치나베(Positive), 맛있다(Positive), 날파리(Negative), 양배추(Negative)"
샤로스톤,스테이크가 너무 땡겨서 찾다가 먹으러 갔는데 스테이크가 정말 맛있어요 고기가 되게 좋은 거 쓰시는지 냄새가 안나고 맛있더라구요! 밥도 반찬도 되게 딱 잘 어울려서 좋았어요! 스테이크 냄새에 예민한 엄마가 만족하시네욥!! 되게 흡족해하시고 맛있었다고 또 오자 하셨어오! 또 오려구요!!! 사장님 장사 오래어래 해주세요,"스테이크 맛(Positive), 고기 질(Positive), 밥과 반찬 조합(Positive), 엄마의 만족(Positive)"
